0	1.561719
64	1.510344
128	1.641678
192	1.444054
256	1.557000
320	1.914972
384	1.837210
448	1.900844
512	1.900237
0	3.110953
64	3.286972
128	3.270977
192	3.344902
256	3.395815
320	3.376147
384	3.431514
448	3.439316
512	3.497230
576	3.590453
640	3.640840
704	3.675664
768	3.742715
832	3.899363
896	3.940902
960	3.908917
1024	4.014186
1088	4.089029
1152	4.125828
1216	4.156817
1280	4.243236
1344	4.422968
1408	4.372779
1472	4.526257
1536	4.590043
1600	4.614503
1664	4.841669
1728	4.846375
1792	4.992145
1856	5.003742
1920	5.243581
1984	5.292011
2048	5.481957
2112	5.688965
2176	5.812873
2240	5.685961
2304	5.584427
2368	5.766812
2432	5.623020
2496	5.589487
2560	5.456918
2624	5.375670
2688	5.300221
2752	5.191102
2816	5.020325
2880	4.923376
2944	4.823853
3008	4.698128
3072	4.584024
3136	4.505382
3200	4.423855
3264	4.331023
3328	4.239179
3392	4.238191
3456	4.087749
3520	4.039955
3584	3.953177
3648	3.876324
3712	3.829764
3776	3.769378
3840	3.689448
3904	3.700975
3968	3.594271
4032	3.598861
4096	3.480444
